English,Spanish,Portuguese,French,Mandarin (Simplified),Polish,German
Implement the commitment undertaken by developed-country parties to the United Nations Framework Convention on Climate Change to a goal of mobilizing jointly $100 billion annually by 2020 from all sources to address the needs of developing countries in the context of meaningful mitigation actions and transparency on implementation and fully operationalize the Green Climate Fund through its capitalization as soon as possible,Aplicar el compromiso asumido por las Partes que son países desarrollados de la Convención Marco de las Naciones Unidas sobre el Cambio Climático de movilizar conjuntamente 100.000 millones de dólares anuales de todas las fuentes para atender las necesidades de los países en desarrollo en el contexto de medidas de mitigación significativas y transparencia en la aplicación Y operacionalizar plenamente el Fondo Verde para el Clima a través de su capitalización tan pronto como sea posible.,Implementar o compromisso assumido pelas partes de países desenvolvidos da Convenção-Quadro das Nações Unidas sobre Mudanças Climáticas com o objetivo de mobilizar conjuntamente 100 bilhões de dólares anuais de todas as fontes para atender às necessidades dos países em desenvolvimento no contexto de ações de mitigação significativas e transparência na implementação E operacionalizar plenamente o Fundo Verde para o Clima através da sua capitalização o mais rapidamente possível,"Mettre en œuvre l'engagement pris par les pays développés parties à la Convention-cadre des Nations Unies sur les changements climatiques à un objectif de mobilisation conjointe de 100 milliards de dollars par an de toutes les sources pour répondre aux besoins des pays en développement, Et rendre opérationnel le Fonds vert pour le climat par sa capitalisation dès que possible",执行“联合国气候变化框架公约”中发达国家缔约方所作的承诺，实现到2020年每年从所有来源动员1000亿美元，在有意义的减缓行动和透明度方面满足发展中国家的需要 并通过尽快将绿色气候基金资本化，使绿色气候基金全面投入运作,"Wywiązać się z zobowiązania państw rozwiniętych będącymi stronami Ramowej Konwencji Narodów Zjednoczonych w Sprawie Zmian Klimatu (United Nations Framework Convention on Climate Change) do zmobilizowania 100 miliardów USD rocznie do 2020 roku, pochodzących z różnych źródeł, na potrzeby krajów rozwijających się na znaczące działania mające łagodzić skutki zmian klimatycznych, przejrzysty proces implementacji działań  oraz w pełni uruchomić Zielony Funduszu Klimatyczny (Green Climate Fund) poprzez jego jak najszybszą kapitalizację.  ","Umsetzung der von den Vertragsstaaten des Übereinkommens der Vereinten Nationen über Klimawandeln eingegangenen Verpflichtung, bis 2020 gemeinsam 100 Milliarden US-Dollar aus allen Quellen zu mobilisieren, um die Bedürfnisse der Entwicklungsländer im Zusammenhang mit sinnvollen Minderungsmaßnahmen und Transparenz bei der Umsetzung zu erfüllen und den Green Climate Fund durch seine Kapitalisierung so schnell wie möglich vollständig zu operationalisieren"
"Implement the principle of special and differential treatment for developing countries, in particular least developed countries, in accordance with World Trade Organization agreements","Aplicar el principio de trato especial y diferenciado a los países en desarrollo, en particular a los países menos adelantados, de conformidad con los acuerdos de la Organización Mundial del Comercio.","Aplicar o princípio do tratamento especial e diferenciado aos países em desenvolvimento, em especial aos países menos desenvolvidos, em conformidade com os acordos da Organização Mundial do Comércio","Mettre en œuvre le principe du traitement spécial et différencié pour les pays en développement, en particulier les pays les moins avancés, conformément aux accords de l'Organisation mondiale du commerce",按照世界贸易组织协定，对发展中国家，特别是最不发达国家实施特殊和差别待遇原则,"Wprowadzić w życie zasadę specjalnego i zróżnicowanego traktowania krajów rozwijających się, w szczególności tych najmniej rozwiniętych, zgodnie z wytycznymi Światowej Organizacji Handlu.","Umsetzung des Grundsatzes der besonderen und differenzierten Behandlung von Entwicklungsländern, insbesondere der am wenigsten entwickelten Länder, im Einklang mit den Übereinkommen der Welthandelsorganisation."
Implementation,Implementación,Implementação,Mise en oeuvre,执行,Realizacja,Implementierung
Import and Export,Importación y exportación,Importações e exportações,Import export,进出口,Import i eksport,Import und Export
"Improve education, awareness-raising and human and institutional capacity on climate change mitigation, adaptation, impact reduction and early warning","Mejorar la educación, la sensibilización y la capacidad humana e institucional sobre la mitigación del cambio climático, la adaptación, la reducción del impacto y la alerta temprana.","Melhorar a educação, a sensibilização e a capacidade humana e institucional em matéria de mitigação das alterações climáticas, de adaptação, de redução do impacto e de alerta precoce","Améliorer l'éducation, la sensibilisation et les capacités humaines et institutionnelles en matière d'atténuation des changements climatiques, d'adaptation, de réduction des impacts et d'alerte rapide",改善教育、增长意识、提升人类与机构的能力，促使气候变化缓解，适应气候变化，减小气候变化的影响，提早预警,"Zwiększyć poziom edukacji oraz potencjał ludzki i instytucjonalny, podnieść poziom świadomości na temat łagodzenia zmian klimatycznych, adaptacji i skutków zmian klimatycznych oraz systemów wczesnego ostrzegania przed zagrożeniami.","Verbesserung der Bildung, der Sensibilisierung sowie der personellen und institutionellen Kapazitäten in den Bereichen Klimaschutz, Anpassung, Folgenabsenkung und Frühwarnung
"
"Improve progressively, through 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation, in accordance with the 10-year framework of programmes on sustainable consumption and production, with developed countries taking the lead","Mejorar progresivamente, a través de 2030, la eficiencia de los recursos mundiales en el consumo y la producción y procurar desvincular el crecimiento económico de la degradación ambiental, de acuerdo con el marco decenal de programas sobre consumo y producción sostenibles.","Melhorar progressivamente, até 2030, a eficiência dos recursos globais no consumo e na produção e procurar desvincular o crescimento económico da degradação ambiental, de acordo com o quadro decenal de programas sobre consumo e produção sustentáveis, com os países desenvolvidos assumindo a liderança","Améliorer progressivement, jusqu'à 2030, l'efficacité des ressources mondiales dans la consommation et la production et s'efforcer de découpler la croissance économique de la dégradation de l'environnement, conformément au cadre décennal des programmes de consommation et de production durables,",在2030年，按照可持续消费和生产十年计划框架，发达国家率先行动，逐步提高全球消费和生产中的资源效率，努力减轻经济增长对环境退化的影响，,"Do 2030 roku stopniowo zwiększać efektywność wykorzystania bogactw naturalnych w globalnej konsumpcji i produkcji oraz dążyć do zerwania z zależnością między wzrostem gospodarczym i degradacją środowiska, zgodnie z  dziesięcioletnimi  programami ramowymi na rzecz zrównoważonej konsumpcji i produkcji, z wiodącą rolą krajów rozwiniętych.  ","Schrittweise Verbesserung der weltweiten Ressourceneffizienz in Bezug auf Verbrauch und Produktion bis 2030 und Abbau des Wirtschaftswachstums von der Umweltzerstörung gemäß dem 10-Jahres-Rahmenprogramm für nachhaltigen Verbrauch und nachhaltige Produktion, wobei die Industrieländer an der Spitze stehen."
Improve the regulation and monitoring of global financial markets and institutions and strengthen the implementation of such regulations,Mejorar la regulación y el monitoreo de los mercados e instituciones financieras mundiales y fortalecer la implementación de dichas regulaciones.,Melhorar a regulamentação eo acompanhamento dos mercados e instituições financeiros mundiais e reforçar a aplicação de tais regulamentações,Améliorer la réglementation et le suivi des marchés et des institutions financières mondiaux et renforcer la mise en œuvre de ces réglementations,加强对全球金融市场和机构的管理和监测，并强化对这些规定的执行,"Poprawić regulacje i monitorowanie globalnych rynków i instytucji finansowych, oraz wzmocnić wdrażanie tych regulacji.",Verbesserung der Regulierung und Überwachung der globalen Finanzmärkte und -institutionen und Stärkung der Umsetzung solcher Regelungen
In AIESEC I revisit and review my personal values at least once a year.,En AIESEC retomo y reviso mis valores personales por lo menos una vez al año.,Na AIESEC eu revejo e reviso meus valores pessoais pelo menos uma vez por ano.,Dans AIESEC je revisite et révise mes valeurs personnelles au moins une fois par an.,在 AIESEC我每年会至少有一次审视，反思自己的核心价值,W AIESEC wracam i analizuję swoje wartości przynajmniej raz do roku. ,In AIESEC reflektiere ich mindestens einmal im Jahr meine persönlichen Werte.
"In AIESEC I/’ve come to realize that regardless of what my job is, making the world a better place is part of the work I do every day.","En AIESEC e venido a darme cuenta que sin importar cual sea mi trabajo , hacer del mundo un mejor lugar es mi trabajo diario.","Na AIESEC, percebi que, independentemente do meu trabalho, fazer do mundo um lugar melhor faz parte do trabalho que faço todos os dias.","Dans AIESEC, je me rends compte que quel que soit mon travail, faire du monde un meilleur endroit fait partie du travail que je fais tous les jours.",在AIESEC我意识到，不管我的工作是什么，使世界变得更好都是我每天做的工作的一部分,"W AIESEC zrozumiałam/em, że niezależnie od mojej pracy tworzenie lepszego świata jest czymś, co robię codziennie ","In AIESEC bin ich zu der Erkenntnis gelangt, dass unabhängig davon, was mein Job ist, die Welt zu einem besseren Ort gemacht wird, ist alltäglicher Teil davon."
"In AIESEC I/’ve come to understand that, to a certain degree, I am responsible for what happens in my society.","En AIESEC e venido a enterder , que hasta cierto grado , soy responsable de lo que pasa en mi sociedad.","Na AIESEC eu cheguei a entender que, até certo ponto, sou responsável pelo que acontece na minha sociedade.","Dans AIESEC, je suis venu à comprendre que, dans une certaine mesure, je suis responsable de ce qui se passe dans ma société.",AIESEC让我了解到我在一定程度上要对自己所处的社会负责,"W AIESEC zrozumiałem/em, że do pewnego stopnia jestem odpowiedzialna/y za to co się dzieje w moim społeczeństwie","In AIESEC habe ich verstanden, dass ich bis zu einem gewissen Grad für das verantwortlich bin, was in meiner Gesellschaft passiert."
In AIESEC I/’ve developed a desire to improve the lives of people in need.,En AIESEC e desarrollado el deseo de mejorar las vidas de las personas en necesidad.,Na AIESEC desenvolvi um desejo de melhorar as vidas das pessoas necessitadas.,"Dans AIESEC, j'ai développé un désir d'améliorer la vie des personnes dans le besoin.",在AIESEC，我产生了改善有需要的人的生活的愿望,W AIESEC pogłębiłam/em potrzebę wspierania ludzi w trudnej sytuacji życiowej. ,"In AIESEC habe ich den Wunsch entwickelt, das Leben von Menschen in Not zu verbessern."
In AIESEC I/’ve developed a good knowledge of the key global trends that are shaping the world today.,En AIESEC e desarrollado un buen conocimiento sobre las tendencias globales principales que estan moldeando al mundo el día de hoy.,Na AIESEC desenvolvi um bom conhecimento das principais tendências globais que estão moldando o mundo de hoje.,"En AIESEC, j'ai développé une bonne connaissance des principales tendances mondiales qui façonnent le monde d'aujourd'hui.",我的AIESEC经历让我更加了解正在塑造当今世界的主要趋势,"W AIESEC rozwinęłam/em dobrą znajomość globalnych trendów, które kształtują świat ","In AIESEC habe ich ein gutes Wissen über die wichtigsten globalen Trends entwickelt, die die Welt heute prägen."
